id,sample_no,id_sampleno,completion,matched,check_manually,manipulated,matched_new,age,female,edu,emp,hhincome,east,religious,leftright,partyid,partyid_degree,party,inequality,immigration,vote,imputed,prompt,completion_1,matched_1,check_manually_1,manipulated_1,matched_new_1,resampled_1
1763,5,1763_5, für die Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis,30,weiblich,Abitur,in Ausbildung,niedriges,Ostdeutschland,überhaupt nicht religiös,mittig links,mit der Partei Bündnis 90/Die Grünen,ziemlich stark ,ziemlich stark mit der Partei Bündnis 90/Die Grünen,keine Maßnahmen ergreifen,einschränken,Bündnis 90/Die Grünen,0,"Ich bin 30 Jahre alt und weiblich. Ich habe Abitur, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin in Ausbildung. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei Bündnis 90/Die Grünen. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", gewählt und der Partei meine Zweitstimme gegeben.,NA,0,0,NA,1
1766,1,1766_1, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Linkspartei gegeben.,Linkspartei,0,0,Linkspartei,71,weiblich,Abitur,nicht berufstätig,niedriges,Ostdeutschland,überhaupt nicht religiös,mittig links,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,Die Linke,0,"Ich bin 71 Jahre alt und weiblich. Ich habe Abitur, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt.

Ich habe bei der Bundestagswahl 2017 gewählt und meine Z",NA,0,0,NA,1
1768,3,1768_3," meine Stimme abgegeben.

Ich habe meine Stimme der SPD gegeben.",SPD,0,0,SPD,22,männlich,Abitur,berufstätig,hohes,Ostdeutschland,überhaupt nicht religiös,in der Mitte,mit der Partei SPD,ziemlich stark ,ziemlich stark mit der Partei SPD,Maßnahmen ergreifen,erleichtern,CDU/CSU,0,"Ich bin 22 Jahre alt und männlich. Ich habe Abitur, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei SPD. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Ich",NA,0,0,NA,1
1774,1,1774_1, nicht bei der Bundestagswahl 2017 gewählt.,nicht,1,0,nicht,28,männlich,einen Hauptschulabschluss,berufstätig,mittleres,Ostdeutschland,überhaupt nicht religiös,in der Mitte,mit der Partei AfD,ziemlich stark ,ziemlich stark mit der Partei AfD,Maßnahmen ergreifen,erleichtern,Nicht gewählt,0,"Ich bin 28 Jahre alt und männlich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei AfD. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", 2017 bei der Bundestagswahl [INSERT] meine Zweitstimme gegeben.,NA,0,0,NA,1
1775,5,1775_5, gewählt und meine Zweitstimme der Partei CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU,68,weiblich,einen Hauptschulabschluss,nicht berufstätig,mittleres,Ostdeutschland,etwas religiös,in der Mitte,mit der Partei CDU/CSU,mäßig ,mäßig mit der Partei CDU/CSU,Maßnahmen ergreifen,einschränken,CDU/CSU,0,"Ich bin 68 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," wählen Sie 

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Me",NA,0,0,NA,1
1777,4,1777_4," gewählt.

Ich habe der Partei die AfD meine Zweitstimme gegeben.",AfD,0,0,AfD,52,weiblich,einen Realschulabschluss,berufstätig,niedriges,Ostdeutschland,etwas religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,Nicht gewählt,0,"Ich bin 52 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt. 

Die meisten Menschen in Ostdeutschland haben 2017 ihre Zweitstim",NA,0,0,NA,1
1779,2,1779_2, meine Stimme der Union (CDU/CSU) gegeben.,Union CDU/CSU,0,0,Union CDU/CSU,31,weiblich,einen Hochschulabschluss,berufstätig,mittleres,Ostdeutschland,etwas religiös,mittig links,mit der Partei CDU/CSU,ziemlich stark ,ziemlich stark mit der Partei CDU/CSU,Maßnahmen ergreifen,einschränken,CDU/CSU,0,"Ich bin 31 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", mit meiner Zweitstimme gewählt.,NA,0,0,NA,1
1781,3,1781_3, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD,53,weiblich,einen Realschulabschluss,berufstätig,mittleres,Ostdeutschland,sehr religiös,mittig links,mit der Partei SPD,mäßig ,mäßig mit der Partei SPD,Maßnahmen ergreifen,einschränken,CDU/CSU,0,"Ich bin 53 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mäßig mit der Partei SPD. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", gewählt und meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA,1
1786,3,1786_3, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei „Die Linke,Linke,0,0,Linke,49,weiblich,einen Realschulabschluss,berufstätig,mittleres,Ostdeutschland,überhaupt nicht religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,FDP,0,"Ich bin 49 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 meine Stimme abgegeben. Meine Zweitstimme habe ich an,NA,0,0,NA,1
1788,1,1788_1, gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD,53,weiblich,einen Realschulabschluss,berufstätig,mittleres,Ostdeutschland,überhaupt nicht religiös,in der Mitte,mit der Partei SPD,mäßig ,mäßig mit der Partei SPD,Maßnahmen ergreifen,erleichtern,FDP,0,"Ich bin 53 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei SPD. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Me",NA,0,0,NA,1
1789,5,1789_5, gewählt und meine Zweitstimme der CDU/CSU gegeben.,CDU/CSU,0,0,CDU/CSU,51,männlich,einen Realschulabschluss,berufstätig,mittleres,Ostdeutschland,überhaupt nicht religiös,in der Mitte,mit der Partei CDU/CSU,ziemlich stark ,ziemlich stark mit der Partei CDU/CSU,Maßnahmen ergreifen,einschränken,CDU/CSU,0,"Ich bin 51 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", für meine Erststimme und [INSERT] für meine Zweitstimme gewählt.,Erststimme,1,1,NA,1
1790,1,1790_1, gewählt und meine Zweitstimme der Partei Die Linke gegeben.,Linke,0,0,Linke,45,männlich,Abitur,berufstätig,mittleres,Ostdeutschland,überhaupt nicht religiös,stark links,mit der Partei Die Linke,ziemlich stark ,ziemlich stark mit der Partei Die Linke,Maßnahmen ergreifen,erleichtern,Die Linke,0,"Ich bin 45 Jahre alt und männlich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich stark links ein. Ich identifiziere mich ziemlich stark mit der Partei Die Linke. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", Partei meine Stimme gegeben.,NA,0,0,NA,1
1790,3,1790_3, meine Zweitstimme der Partei Die Linke gegeben.,Linke,0,0,Linke,45,männlich,Abitur,berufstätig,mittleres,Ostdeutschland,überhaupt nicht religiös,stark links,mit der Partei Die Linke,ziemlich stark ,ziemlich stark mit der Partei Die Linke,Maßnahmen ergreifen,erleichtern,Die Linke,0,"Ich bin 45 Jahre alt und männlich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich stark links ein. Ich identifiziere mich ziemlich stark mit der Partei Die Linke. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", PARTEI hier meine Zweitstimme gegeben.,NA,0,0,NA,1
1792,3,1792_3," nicht gewählt, da ich unter 18 Jahre alt war.",nicht,1,0,nicht,29,weiblich,einen Hauptschulabschluss,nicht berufstätig,niedriges,Ostdeutschland,überhaupt nicht religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,Nicht gewählt,0,"Ich bin 29 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", nicht [INSERT].,nicht,1,1,NA,1
1799,5,1799_5, gewählt und meine Zweitstimme der Partei Bündnis 90/Die Grünen gegeben.,Bündnis Grünen,0,0,Bündnis Grünen,32,männlich,einen Hochschulabschluss,berufstätig,niedriges,Ostdeutschland,überhaupt nicht religiös,mittig links,mit der Partei Bündnis 90/Die Grünen,mäßig ,mäßig mit der Partei Bündnis 90/Die Grünen,"habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte",erleichtern,Bündnis 90/Die Grünen,0,"Ich bin 32 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mäßig mit der Partei Bündnis 90/Die Grünen. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", gewählt und meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA,1
1801,5,1801_5, gewählt und meine Zweitstimme der Partei Die Linke gegeben.,Linke,0,0,Linke,48,weiblich,einen Hochschulabschluss,berufstätig,mittleres,Ostdeutschland,überhaupt nicht religiös,mittig links,mit der Partei Bündnis 90/Die Grünen,ziemlich schwach ,ziemlich schwach mit der Partei Bündnis 90/Die Grünen,Maßnahmen ergreifen,einschränken,Bündnis 90/Die Grünen,0,"Ich bin 48 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich schwach mit der Partei Bündnis 90/Die Grünen. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," mit meiner Erststimme und [INSERT] mit meiner Zweitstimme gewählt. 

I",Erststimme,1,1,NA,1
1804,4,1804_4, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90,Bündnis,0,0,Bündnis,41,weiblich,einen Hochschulabschluss,berufstätig,niedriges,Ostdeutschland,überhaupt nicht religiös,mittig links,mit der Partei Bündnis 90/Die Grünen,ziemlich stark ,ziemlich stark mit der Partei Bündnis 90/Die Grünen,Maßnahmen ergreifen,erleichtern,Bündnis 90/Die Grünen,0,"Ich bin 41 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei Bündnis 90/Die Grünen. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", 2017 meine Erststimme der Partei Bündnis 90/Die Grünen und meine Zweitstimme der Part,Erststimme Bündnis Grünen,1,1,NA,1
1805,5,1805_5, 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Partei Die Linke gege,Linke,0,0,Linke,63,männlich,einen Realschulabschluss,berufstätig,niedriges,Ostdeutschland,überhaupt nicht religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,AfD,1,"Ich bin 63 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [Partei] gegeben,NA,0,0,NA,1
1806,3,1806_3, gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD,57,männlich,einen Realschulabschluss,berufstätig,mittleres,Ostdeutschland,überhaupt nicht religiös,mittig links,mit der Partei SPD,ziemlich stark ,ziemlich stark mit der Partei SPD,Maßnahmen ergreifen,einschränken,SPD,1,"Ich bin 57 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei SPD. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", 2017 bei der Bundestagswahl gewählt und ich habe meiner Zweitstimme der Partei Die,NA,0,0,NA,1
1808,3,1808_3, meine Stimme für Die Linke und meine Zweitstimme für die Grünen gegeben.,Linke Grünen,1,1,Grünen,66,weiblich,einen Hochschulabschluss,nicht berufstätig,mittleres,Ostdeutschland,überhaupt nicht religiös,mittig links,mit der Partei Die Linke,ziemlich stark ,ziemlich stark mit der Partei Die Linke,Maßnahmen ergreifen,erleichtern,Die Linke,1,"Ich bin 66 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei Die Linke. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", meine Stimme abgegeben. Ich gab meine Erststimme an Die Linke und meine Zweitstimme,Erststimme Linke,1,1,NA,1
1814,3,1814_3, an dieser Bundestagswahl 2017 teilgenommen und meine Zweitstimme der PARTEI DIE LINKE,LINKE,0,0,LINKE,73,männlich,einen Hochschulabschluss,nicht berufstätig,mittleres,Ostdeutschland,überhaupt nicht religiös,stark links,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,erleichtern,Die Linke,0,"Ich bin 73 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich stark links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," meine Stimme abgegeben. 

Ich habe bei der Bundestagswahl 2017 meine Stimme ab",NA,0,0,NA,1
1818,1,1818_1, 2017 gewählt und meine Zweitstimme der Sozialdemokratischen Partei Deutschlands gege,Sozialdemokratischen,0,0,Sozialdemokratischen,52,weiblich,einen Realschulabschluss,berufstätig,mittleres,Ostdeutschland,überhaupt nicht religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,CDU/CSU,0,"Ich bin 52 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," Freunde und Verwandte.

Ja, ich habe bei der Bundestagswahl 2017 gewäh",NA,0,0,NA,1
1819,1,1819_1, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.,SPD,0,0,SPD,69,weiblich,einen Hauptschulabschluss,nicht berufstätig,niedriges,Ostdeutschland,überhaupt nicht religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,Nicht gewählt,0,"Ich bin 69 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA,1
1823,3,1823_3, an der Bundestagswahl 2017 teilgenommen und meine Zweitstimme der CDU/CSU gegeben,CDU/CSU,0,0,CDU/CSU,74,weiblich,einen Realschulabschluss,nicht berufstätig,mittleres,Ostdeutschland,etwas religiös,in der Mitte,mit der Partei CDU/CSU,ziemlich stark ,ziemlich stark mit der Partei CDU/CSU,Maßnahmen ergreifen,einschränken,SPD,0,"Ich bin 74 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Me",NA,0,0,NA,1
1823,4,1823_4, 2017 für die CDU/CSU gestimmt.,CDU/CSU,0,0,CDU/CSU,74,weiblich,einen Realschulabschluss,nicht berufstätig,mittleres,Ostdeutschland,etwas religiös,in der Mitte,mit der Partei CDU/CSU,ziemlich stark ,ziemlich stark mit der Partei CDU/CSU,Maßnahmen ergreifen,einschränken,SPD,0,"Ich bin 74 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", meine Stimme abgegeben.,NA,0,0,NA,1
1826,3,1826_3," gewählt.

Ich habe SPD gewählt.",SPD,0,0,SPD,79,weiblich,einen Hauptschulabschluss,nicht berufstätig,niedriges,Ostdeutschland,nicht sehr religiös,in der Mitte,mit der Partei FDP,ziemlich stark ,ziemlich stark mit der Partei FDP,Maßnahmen ergreifen,einschränken,FDP,0,"Ich bin 79 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei FDP. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] gegeben,NA,0,0,NA,1
1829,3,1829_3," gewählt.

Ich habe Die Linke gewählt.",Linke,0,0,Linke,47,männlich,einen Realschulabschluss,berufstätig,mittleres,Ostdeutschland,nicht sehr religiös,mittig links,mit der Partei Die Linke,ziemlich stark ,ziemlich stark mit der Partei Die Linke,Maßnahmen ergreifen,einschränken,Nicht gewählt,0,"Ich bin 47 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei Die Linke. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 meine Erststimme der Partei Die Linke und meine Zweitstimme der,Erststimme Linke,1,1,NA,1
