id,sample_no,id_sampleno,age,female,edu,emp,hhincome,east,religious,leftright,partyid,partyid_degree,party,inequality,immigration,vote,imputed,prompt,completion_1,matched_1,check_manually_1,manipulated_1,matched_new_1,resampled_1,completion_2,matched_2,check_manually_2,manipulated_2,matched_new_2,resampled_2
1723,4,1723_4,59,männlich,Abitur,berufstätig,mittleres,Ostdeutschland,etwas religiös,in der Mitte,mit der Partei SPD,ziemlich schwach ,ziemlich schwach mit der Partei SPD,Maßnahmen ergreifen,einschränken,AfD,0,"Ich bin 59 Jahre alt und männlich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich schwach mit der Partei SPD. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", gewählt und meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA,1, bei der Bundestagswahl 2017 gewählt und meine Erststimme an die CDU und meine Zwe,Erststimme CDU,1,1,NA,1
1724,1,1724_1,56,männlich,einen Hochschulabschluss,berufstätig,mittleres,Ostdeutschland,überhaupt nicht religiös,mittig rechts,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,erleichtern,AfD,0,"Ich bin 56 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig rechts ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", gewählt und die Zweitstimme der [INSERT] Partei gegeben.,NA,0,0,NA,1, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA,1
1725,5,1725_5,59,weiblich,einen Hauptschulabschluss,berufstätig,mittleres,Ostdeutschland,überhaupt nicht religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,AfD,0,"Ich bin 59 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", 2017 bei der Bundestagswahl in meinem Bundesland gewählt und meine Zweitstimme der Partei,NA,0,0,NA,1, gewählt und meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA,1
1735,2,1735_2,72,männlich,einen Hochschulabschluss,nicht berufstätig,hohes,Ostdeutschland,sehr religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,AfD,0,"Ich bin 72 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA,1, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA,1
1735,5,1735_5,72,männlich,einen Hochschulabschluss,nicht berufstätig,hohes,Ostdeutschland,sehr religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,AfD,0,"Ich bin 72 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei ge,NA,0,0,NA,1," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT], der",NA,0,0,NA,1
1740,4,1740_4,43,männlich,einen Realschulabschluss,berufstätig,mittleres,Ostdeutschland,überhaupt nicht religiös,mittig rechts,mit einer Kleinpartei,ziemlich stark ,ziemlich stark mit einer Kleinpartei,Maßnahmen ergreifen,einschränken,Andere Partei,0,"Ich bin 43 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig rechts ein. Ich identifiziere mich ziemlich stark mit einer Kleinpartei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", gewählt. Meine Zweitstimme ging an die Partei [INSERT].,NA,0,0,NA,1, gewählt und meine Zweitstimme der [INSERT] Partei gegeben.,NA,0,0,NA,1
1742,1,1742_1,34,männlich,Abitur,berufstätig,mittleres,Ostdeutschland,sehr religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,Nicht gewählt,1,"Ich bin 34 Jahre alt und männlich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei ge,NA,0,0,NA,1, bei der Bundestagswahl 2017 gewählt. Meine Zweitstimme habe ich der Partei [,NA,0,0,NA,1
1768,4,1768_4,22,männlich,Abitur,berufstätig,hohes,Ostdeutschland,überhaupt nicht religiös,in der Mitte,mit der Partei SPD,ziemlich stark ,ziemlich stark mit der Partei SPD,Maßnahmen ergreifen,erleichtern,CDU/CSU,0,"Ich bin 22 Jahre alt und männlich. Ich habe Abitur, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei SPD. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", meine Stimme abgegeben. Ich habe die SPD meine Erststimme gegeben und meine Zweitstim,SPD Erststimme,1,1,NA,1, meine Stimme bei der Bundestagswahl 2017 beiden Parteien gegeben - SPD für die Erststimme,SPD Erststimme,1,1,NA,1
1775,4,1775_4,68,weiblich,einen Hauptschulabschluss,nicht berufstätig,mittleres,Ostdeutschland,etwas religiös,in der Mitte,mit der Partei CDU/CSU,mäßig ,mäßig mit der Partei CDU/CSU,Maßnahmen ergreifen,einschränken,CDU/CSU,0,"Ich bin 68 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt.

Ich habe bei der Bundestagswahl 2017 gewählt und meine Z",NA,0,0,NA,1, beim Bundestagswahl 2017 gewählt. Meine Erststimme wurde der CDU/CSU ge,Erststimme CDU/CSU,1,1,NA,1
1776,5,1776_5,79,männlich,einen Hochschulabschluss,nicht berufstätig,mittleres,Ostdeutschland,etwas religiös,in der Mitte,mit der Partei SPD,ziemlich stark ,ziemlich stark mit der Partei SPD,Maßnahmen ergreifen,einschränken,SPD,0,"Ich bin 79 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei SPD. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 meine Stimme abgegeben. Ich habe meine Erststimme der SPD und,Erststimme SPD,1,1,NA,1," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Ich",NA,0,0,NA,1
1778,1,1778_1,85,weiblich,einen Hauptschulabschluss,nicht berufstätig,niedriges,Ostdeutschland,etwas religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,Nicht gewählt,0,"Ich bin 85 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", 2017 gewählt und meine Stimme der [INSERT II] Partei gegeben.,NA,0,0,NA,1, bei der Bundestagswahl 2017 meine Stimme abgegeben. Meine Erststimme habe ich für,Erststimme,1,1,NA,1
1786,5,1786_5,49,weiblich,einen Realschulabschluss,berufstätig,mittleres,Ostdeutschland,überhaupt nicht religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,FDP,0,"Ich bin 49 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", in der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei gege,NA,0,0,NA,1," meine Stimme abgegeben. Da ich politisch in der Mitte stehe, kann das unterschiedlich",NA,0,0,NA,1
1787,1,1787_1,57,männlich,einen Realschulabschluss,berufstätig,mittleres,Ostdeutschland,nicht sehr religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,Nicht gewählt,0,"Ich bin 57 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", 2017 gewählt und meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA,1, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [PARTY] gegeben,NA,0,0,NA,1
1787,3,1787_3,57,männlich,einen Realschulabschluss,berufstätig,mittleres,Ostdeutschland,nicht sehr religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,Nicht gewählt,0,"Ich bin 57 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", gewählt und meine Zweitstimme an die Partei [INSERT] gegeben.,NA,0,0,NA,1, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei ge,NA,0,0,NA,1
1792,4,1792_4,29,weiblich,einen Hauptschulabschluss,nicht berufstätig,niedriges,Ostdeutschland,überhaupt nicht religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,Nicht gewählt,0,"Ich bin 29 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA,1, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei ge,NA,0,0,NA,1
1798,4,1798_4,37,weiblich,einen Hochschulabschluss,berufstätig,mittleres,Ostdeutschland,überhaupt nicht religiös,mittig links,mit der Partei SPD,ziemlich stark ,ziemlich stark mit der Partei SPD,"habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte",erleichtern,SPD,0,"Ich bin 37 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei SPD. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," bei der Bundestagswahl 2017 meine Erststimme der SPD gegeben, und meine Zweitstimme w",Erststimme SPD,1,1,NA,1, meine Stimme abgegeben.,NA,0,0,NA,1
1812,1,1812_1,34,männlich,einen Hochschulabschluss,berufstätig,mittleres,Ostdeutschland,etwas religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,erleichtern,CDU/CSU,1,"Ich bin 34 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA,1," Jahre in [INSERT] Land gelebt.

Ja, ich habe bei der Bundestagswahl 2017 g",NA,0,0,NA,1
1818,2,1818_2,52,weiblich,einen Realschulabschluss,berufstätig,mittleres,Ostdeutschland,überhaupt nicht religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,CDU/CSU,0,"Ich bin 52 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", gewählt und meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA,1, meine Zweitstimme der PARTEI DER ARBEIT gegeben.,NA,0,0,NA,1
1832,2,1832_2,76,männlich,einen Hochschulabschluss,nicht berufstätig,mittleres,Ostdeutschland,überhaupt nicht religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,Nicht gewählt,1,"Ich bin 76 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA,1, gewählt.,NA,0,0,NA,1
1842,2,1842_2,50,männlich,einen Realschulabschluss,berufstätig,mittleres,Ostdeutschland,sehr religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,weder erleichtern noch einschränken,CDU/CSU,0,"Ich bin 50 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA,1, gewählt.,NA,0,0,NA,1
1842,4,1842_4,50,männlich,einen Realschulabschluss,berufstätig,mittleres,Ostdeutschland,sehr religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,weder erleichtern noch einschränken,CDU/CSU,0,"Ich bin 50 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 gewählt. Ich habe meine Zweitstimme der Partei [INS,NA,0,0,NA,1, bei der Bundestagswahl 2017 meine Stimme abgegeben.,NA,0,0,NA,1
1849,2,1849_2,33,weiblich,einen Hochschulabschluss,berufstätig,mittleres,Ostdeutschland,etwas religiös,in der Mitte,mit der Partei SPD,ziemlich stark ,ziemlich stark mit der Partei SPD,keine Maßnahmen ergreifen,weder erleichtern noch einschränken,SPD,0,"Ich bin 33 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei SPD. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", Partei meine Zweitstimme gegeben.,NA,0,0,NA,1, Partei meine Zweitstimme gegeben.,NA,0,0,NA,1
1857,1,1857_1,60,weiblich,Abitur,berufstätig,hohes,Ostdeutschland,überhaupt nicht religiös,in der Mitte,mit der Partei CDU/CSU,ziemlich stark ,ziemlich stark mit der Partei CDU/CSU,Maßnahmen ergreifen,einschränken,CDU/CSU,0,"Ich bin 60 Jahre alt und weiblich. Ich habe Abitur, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", meine Stimme abgegeben.,NA,0,0,NA,1, meine Zweitstimme der Partei [INSERT] gegeben.,NA,0,0,NA,1
1863,3,1863_3,33,weiblich,einen Hochschulabschluss,berufstätig,hohes,Ostdeutschland,überhaupt nicht religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,CDU/CSU,0,"Ich bin 33 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", meine Stimme abgegeben.,NA,0,0,NA,1, gewählt und meine Zweitstimme an die [INSERT] Partei gegeben.,NA,0,0,NA,1
1865,3,1865_3,80,weiblich,einen Hauptschulabschluss,nicht berufstätig,niedriges,Ostdeutschland,überhaupt nicht religiös,mittig links,mit der Partei Die Linke,sehr stark ,sehr stark mit der Partei Die Linke,Maßnahmen ergreifen,einschränken,Nicht gewählt,0,"Ich bin 80 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich sehr stark mit der Partei Die Linke. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", meine Stimme abgegeben.,NA,0,0,NA,1, Party meine Zweitstimme bei der Bundestagswahl 2017 gegeben.,NA,0,0,NA,1
1866,1,1866_1,70,weiblich,einen Hochschulabschluss,nicht berufstätig,mittleres,Ostdeutschland,sehr religiös,mittig links,mit der Partei SPD,mäßig ,mäßig mit der Partei SPD,Maßnahmen ergreifen,weder erleichtern noch einschränken,CDU/CSU,0,"Ich bin 70 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mäßig mit der Partei SPD. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Me",NA,0,0,NA,1, meine Stimme gegeben. Ich habe meiner ersten Stimme der Partei Die Linke gegeben und meine Z,Linke,0,1,NA,1
1868,2,1868_2,44,männlich,einen Realschulabschluss,berufstätig,mittleres,Ostdeutschland,überhaupt nicht religiös,in der Mitte,mit der Partei SPD,ziemlich stark ,ziemlich stark mit der Partei SPD,Maßnahmen ergreifen,einschränken,Andere Partei,0,"Ich bin 44 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei SPD. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]", bei der Bundestagswahl 2017 meine Stimme abgegeben. Meine Zweitstimme ging an die Part,NA,0,0,NA,1, mit meiner Zweitstimme gewählt.,NA,0,0,NA,1
1887,5,1887_5,37,weiblich,einen Hochschulabschluss,berufstätig,mittleres,Ostdeutschland,etwas religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,"habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte",weder erleichtern noch einschränken,Nicht gewählt,0,"Ich bin 37 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," Jahre lang im Ausland gelebt.

Ich habe 2017 bei der Bundestagswahl gewählt",NA,0,0,NA,1, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge,NA,0,0,NA,1
