"","id","completion","matched","check_manually","manipulated","matched_new","id_sampleno","age","female","edu","emp","hhincome","east","religious","leftright","partyid","partyid_degree","party","inequality","immigration","vote","imputed","prompt","sample_no","completion_1","matched_1","check_manually_1","manipulated_1","matched_new_1","resampled"
"1353",2013," bei der Bundestagswahl 2017 gewählt, und habe meine Zweitstimme der Partei Die Lin",NA,0,1,"Linke","2013_5",65,"weiblich","einen Hauptschulabschluss","nicht berufstätig","niedriges","Ostdeutschland","überhaupt nicht religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","Bündnis 90/Die Grünen",0,"Ich bin 65 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," bei der Bundestagswahl 2017 gewählt. Meine Zweitstimme habe ich der Partei [",NA,0,0,NA,1
"1354",2014," meine Stimme der AfD gegeben.","AfD",0,0,"AfD","2014_3",34,"weiblich","Abitur","berufstätig","mittleres","Ostdeutschland","überhaupt nicht religiös","in der Mitte","mit der Partei FDP","mäßig ","mäßig mit der Partei FDP","Maßnahmen ergreifen","erleichtern","FDP",0,"Ich bin 34 Jahre alt und weiblich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei FDP. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",3," gewählt:

Ich habe bei der Bundestagswahl 2017 gewählt und meine Z",NA,0,0,NA,1
"1355",2014," meine Stimme der Partei Die Linke gegeben.","Linke",0,0,"Linke","2014_4",34,"weiblich","Abitur","berufstätig","mittleres","Ostdeutschland","überhaupt nicht religiös","in der Mitte","mit der Partei FDP","mäßig ","mäßig mit der Partei FDP","Maßnahmen ergreifen","erleichtern","FDP",0,"Ich bin 34 Jahre alt und weiblich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei FDP. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," bei der Bundestagswahl 2017 meine Stimme abgegeben, indem ich meine Erststimme der Part","Erststimme",1,1,NA,1
"1356",2016," gewählt und meine Zweitstimme der Partei Die Linke gegeben.","Linke",0,0,"Linke","2016_1",71,"weiblich","einen Hochschulabschluss","nicht berufstätig","mittleres","Ostdeutschland","überhaupt nicht religiös","mittig links","mit der Partei Die Linke","ziemlich stark ","ziemlich stark mit der Partei Die Linke","Maßnahmen ergreifen","erleichtern","Die Linke",0,"Ich bin 71 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei Die Linke. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," meiner Stimme bei der Bundestagswahl 2017 gegeben. Meine Zweitstimme habe ich der Part",NA,0,0,NA,1
"1357",2016," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an Die Linke gegeben.","Linke",0,0,"Linke","2016_4",71,"weiblich","einen Hochschulabschluss","nicht berufstätig","mittleres","Ostdeutschland","überhaupt nicht religiös","mittig links","mit der Partei Die Linke","ziemlich stark ","ziemlich stark mit der Partei Die Linke","Maßnahmen ergreifen","erleichtern","Die Linke",0,"Ich bin 71 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei Die Linke. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," Ja, ich habe bei der Bundestagswahl 2017 gewählt. Meine Zweitstimme habe",NA,0,0,NA,1
"1358",2019," meine Zweitstimme der FDP gegeben.","FDP",0,0,"FDP","2019_1",69,"weiblich","einen Realschulabschluss","nicht berufstätig","mittleres","Ostdeutschland","etwas religiös","in der Mitte","mit der Partei FDP","ziemlich stark ","ziemlich stark mit der Partei FDP","Maßnahmen ergreifen","einschränken","AfD",0,"Ich bin 69 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei FDP. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," Partei meine Zweitstimme gegeben.",NA,0,0,NA,1
"1359",2019," meine Zweitstimme der AfD gegeben.","AfD",0,0,"AfD","2019_2",69,"weiblich","einen Realschulabschluss","nicht berufstätig","mittleres","Ostdeutschland","etwas religiös","in der Mitte","mit der Partei FDP","ziemlich stark ","ziemlich stark mit der Partei FDP","Maßnahmen ergreifen","einschränken","AfD",0,"Ich bin 69 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei FDP. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt und me",NA,0,0,NA,1
"1360",2022," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0,0,"CDU/CSU","2022_4",59,"männlich","einen Realschulabschluss","berufstätig","mittleres","Ostdeutschland","etwas religiös","mittig rechts","mit der Partei CDU/CSU","ziemlich stark ","ziemlich stark mit der Partei CDU/CSU","Maßnahmen ergreifen","erleichtern","CDU/CSU",0,"Ich bin 59 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig rechts ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," meine Stimme gegeben.",NA,0,0,NA,1
"1361",2025," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei SPD gegeben.","SPD",0,0,"SPD","2025_4",49,"weiblich","einen Hochschulabschluss","berufstätig","mittleres","Ostdeutschland","etwas religiös","mittig links","mit der Partei SPD","ziemlich stark ","ziemlich stark mit der Partei SPD","Maßnahmen ergreifen","weder erleichtern noch einschränken","CDU/CSU",0,"Ich bin 49 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei SPD. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," mit meiner Erststimme und [INSERT] mit meiner Zweitstimme gewählt.","Erststimme",1,1,NA,1
"1362",2026," meine Zweitstimme der SPD gegeben.","SPD",0,0,"SPD","2026_2",30,"weiblich","einen Hochschulabschluss","berufstätig","mittleres","Ostdeutschland","etwas religiös","mittig links","mit der Partei CDU/CSU","mäßig ","mäßig mit der Partei CDU/CSU","Maßnahmen ergreifen","erleichtern","CDU/CSU",0,"Ich bin 30 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Me",NA,0,0,NA,1
"1363",2026," meine Zweitstimme der Partei Die LINKE gegeben.","LINKE",0,0,"LINKE","2026_3",30,"weiblich","einen Hochschulabschluss","berufstätig","mittleres","Ostdeutschland","etwas religiös","mittig links","mit der Partei CDU/CSU","mäßig ","mäßig mit der Partei CDU/CSU","Maßnahmen ergreifen","erleichtern","CDU/CSU",0,"Ich bin 30 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",3," bei der Bundestagswahl 2017 gewählt, und ich habe meine Zweitstimme der Partei",NA,0,0,NA,1
"1364",2026," meine Erststimme der SPD und meine Zweitstimme der Linkspartei gegeben.","Erststimme SPD Linkspartei",1,1,"Linke","2026_4",30,"weiblich","einen Hochschulabschluss","berufstätig","mittleres","Ostdeutschland","etwas religiös","mittig links","mit der Partei CDU/CSU","mäßig ","mäßig mit der Partei CDU/CSU","Maßnahmen ergreifen","erleichtern","CDU/CSU",0,"Ich bin 30 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," partei meine Zweitstimme gegeben.",NA,0,0,NA,1
"1365",2027," Partei meine Zweitstimme gegeben.",NA,0,0,NA,"2027_4",62,"männlich","einen Realschulabschluss","nicht berufstätig","niedriges","Ostdeutschland","etwas religiös","stark links","mit der Partei SPD","sehr stark ","sehr stark mit der Partei SPD","Maßnahmen ergreifen","erleichtern","SPD",0,"Ich bin 62 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich stark links ein. Ich identifiziere mich sehr stark mit der Partei SPD. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," Partei meine Zweitstimme gegeben.",NA,0,0,NA,1
"1366",2028," gewählt und meine Zweitstimme der CDU gegeben.","CDU",0,0,"CDU","2028_1",42,"männlich","einen Realschulabschluss","berufstätig","mittleres","Ostdeutschland","überhaupt nicht religiös","mittig rechts","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","AfD",1,"Ich bin 42 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig rechts ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," bei der Bundestagswahl 2017 gewählt. Meine Erststimme ging an die [INSERT] Part","Erststimme",1,1,NA,1
"1367",2029," nicht gewählt.","nicht",1,0,"nicht","2029_1",80,"männlich","einen Hauptschulabschluss","nicht berufstätig","mittleres","Ostdeutschland","etwas religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","FDP",0,"Ich bin 80 Jahre alt und männlich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," 2017 gewählt und meine Zweitstimme der Partei [INSERT] gegeben.",NA,0,0,NA,1
"1368",2029," nicht gewählt.","nicht",1,0,"nicht","2029_5",80,"männlich","einen Hauptschulabschluss","nicht berufstätig","mittleres","Ostdeutschland","etwas religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","FDP",0,"Ich bin 80 Jahre alt und männlich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," an der Bundestagswahl 2017 teilgenommen und meine Zweitstimme der [INSERT] Partei gege",NA,0,0,NA,1
"1369",2031," nicht gewählt.","nicht",1,0,"nicht","2031_3",55,"weiblich","einen Realschulabschluss","nicht berufstätig","niedriges","Ostdeutschland","überhaupt nicht religiös","mittig rechts","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","AfD",1,"Ich bin 55 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig rechts ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",3," gewählt.

Ja, ich habe 2017 bei der Bundestagswahl gewählt. Me",NA,0,0,NA,1
"1370",2031," bei der Bundestagswahl 2017 nicht gewählt.","nicht",1,0,"nicht","2031_4",55,"weiblich","einen Realschulabschluss","nicht berufstätig","niedriges","Ostdeutschland","überhaupt nicht religiös","mittig rechts","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","AfD",1,"Ich bin 55 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig rechts ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," in der Bundestagswahl 2017 gewählt und meine Zweitstimme gegeben.",NA,0,0,NA,1
"1371",2033," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0,0,"Linke","2033_2",63,"weiblich","Abitur","nicht berufstätig","mittleres","Ostdeutschland","nicht sehr religiös","mittig links","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","CDU/CSU",1,"Ich bin 63 Jahre alt und weiblich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," gewählt.

Ich habe 2017 für die LINKE gewählt und meine Zweitstim","LINKE",0,1,NA,1
"1372",2033," gewählt und meine Zweitstimme an die [INSERT] Partei gegeben.",NA,0,0,NA,"2033_4",63,"weiblich","Abitur","nicht berufstätig","mittleres","Ostdeutschland","nicht sehr religiös","mittig links","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","CDU/CSU",1,"Ich bin 63 Jahre alt und weiblich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," Partei gewählt.",NA,0,0,NA,1
"1373",2035," 2017 gewählt und meine Zweitstimme der Partei Die Linke gegeben.","Linke",0,0,"Linke","2035_2",49,"männlich","einen Realschulabschluss","berufstätig","mittleres","Ostdeutschland","nicht sehr religiös","stark links","mit der Partei Die Linke","mäßig ","mäßig mit der Partei Die Linke","Maßnahmen ergreifen","einschränken","Die Linke",0,"Ich bin 49 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich stark links ein. Ich identifiziere mich mäßig mit der Partei Die Linke. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei ge",NA,0,0,NA,1
"1374",2036," gewählt und meine Zweitstimme der SPD gegeben.","SPD",0,0,"SPD","2036_1",41,"weiblich","einen Realschulabschluss","berufstätig","niedriges","Ostdeutschland","überhaupt nicht religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","AfD",1,"Ich bin 41 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," meine Stimme abgegeben.",NA,0,0,NA,1
"1375",2036," meine Zweitstimme der Partei Die Linke gegeben.","Linke",0,0,"Linke","2036_5",41,"weiblich","einen Realschulabschluss","berufstätig","niedriges","Ostdeutschland","überhaupt nicht religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","AfD",1,"Ich bin 41 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," für die Wahl 2017 gewählt und meine Zweitstimme an die [INSERT PARTY] gegeben",NA,0,0,NA,1
"1376",2041," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0,0,"Linke","2041_1",23,"männlich","einen Hauptschulabschluss","berufstätig","niedriges","Ostdeutschland","überhaupt nicht religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","CDU/CSU",1,"Ich bin 23 Jahre alt und männlich. Ich habe einen Hauptschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," Jahre lang in Deutschland gelebt.

Ja, ich habe 2017 bei der Bundestagswahl gew",NA,0,0,NA,1
"1377",2042," bei der Bundestagswahl 2017 gewählt. Ich habe meine Zweitstimme der SPD gegeben","SPD",0,0,"SPD","2042_4",54,"männlich","einen Realschulabschluss","berufstätig","mittleres","Ostdeutschland","nicht sehr religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","AfD",0,"Ich bin 54 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei ge",NA,0,0,NA,1
"1378",2042," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,"2042_5",54,"männlich","einen Realschulabschluss","berufstätig","mittleres","Ostdeutschland","nicht sehr religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","AfD",0,"Ich bin 54 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," gewählt.

Ich habe 2017 bei der Bundestagswahl gewählt und meine Z",NA,0,0,NA,1
"1379",2043," meine Stimme abgegeben.",NA,0,0,NA,"2043_2",30,"weiblich","einen Realschulabschluss","berufstätig","niedriges","Ostdeutschland","überhaupt nicht religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","AfD",1,"Ich bin 30 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," in 2017 gewählt und meine Zweitstimme der Partei [INSERT] gegeben.",NA,0,0,NA,1
"1380",2045," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die Partei Die Linke ge","Linke",0,0,"Linke","2045_2",71,"weiblich","einen Hauptschulabschluss","nicht berufstätig","niedriges","Ostdeutschland","überhaupt nicht religiös","stark links","mit der Partei Die Linke","mäßig ","mäßig mit der Partei Die Linke","Maßnahmen ergreifen","einschränken","Die Linke",0,"Ich bin 71 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich stark links ein. Ich identifiziere mich mäßig mit der Partei Die Linke. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2,"

Ich habe bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Part",NA,0,0,NA,1
