"","id_sampleno","completion","matched","check_manually","id","sample_no","age","female","edu","emp","hhincome","east","religious","leftright","partyid","partyid_degree","party","inequality","immigration","vote","imputed","prompt","completion_1","matched_1","check_manually_1","manipulated_1","matched_new_1","resampled_1","completion_2","matched_2","check_manually_2","manipulated_2","matched_new_2","resampled_2"
"207","1514_3"," 2017 meine Zweitstimme für die CDU gegeben.","CDU",0,1514,3,35,"weiblich","Abitur","berufstätig","mittleres","Ostdeutschland","überhaupt nicht religiös","in der Mitte","mit der Partei AfD","ziemlich schwach ","ziemlich schwach mit der Partei AfD","Maßnahmen ergreifen","einschränken","Nicht gewählt",0,"Ich bin 35 Jahre alt und weiblich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich schwach mit der Partei AfD. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," mit meiner Zweitstimme gewählt.",NA,0,0,NA,1," gewählt.

Ich habe bei der Bundestagswahl 2017 die SPD mit meiner Erststimme","SPD Erststimme",1,1,NA,1
"208","1527_3"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei ge","NA",0,1527,3,57,"männlich","Abitur","nicht berufstätig","mittleres","Ostdeutschland","überhaupt nicht religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","SPD",0,"Ich bin 57 Jahre alt und männlich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," 2017 in Deutschland die Bundestagswahl gewählt. Meine Erststimme habe ich der SPD ge","Erststimme SPD",1,1,NA,1," mit meiner Zweitstimme gewählt.",NA,0,0,NA,1
"209","1553_3"," gewählt. Ich habe meine Zweitstimme der Partei Die Linke gegeben.","Linke",0,1553,3,28,"männlich","einen Realschulabschluss","berufstätig","mittleres","Ostdeutschland","überhaupt nicht religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","AfD",0,"Ich bin 28 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," in der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei gege",NA,0,0,NA,1," Partei meine Zweitstimme gegeben.",NA,0,0,NA,1
"210","1556_3"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der FDP gegeben.","FDP",0,1556,3,42,"männlich","einen Hochschulabschluss","berufstätig","mittleres","Ostdeutschland","überhaupt nicht religiös","in der Mitte","mit der Partei FDP","mäßig ","mäßig mit der Partei FDP","Maßnahmen ergreifen","einschränken","Die Linke",0,"Ich bin 42 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei FDP. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt. Ich habe meine Erststimme der Partei Die Linke gegeben und meine Zweit","Erststimme Linke",1,1,NA,1," für meine Zweitstimme abgestimmt.",NA,0,0,NA,1
"211","1579_3"," bei der Bundestagswahl 2017 gewählt und ich habe meine Zweitstimme der Partei CD","NA",0,1579,3,50,"weiblich","einen Hochschulabschluss","berufstätig","mittleres","Ostdeutschland","nicht sehr religiös","in der Mitte","mit der Partei CDU/CSU","mäßig ","mäßig mit der Partei CDU/CSU","Maßnahmen ergreifen","einschränken","SPD",0,"Ich bin 50 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," mit meiner Erststimme und meiner Zweitstimme gewählt.","Erststimme",1,1,NA,1," gewählt. 

Es kommt darauf an, welcher Partei Sie Ihre Erststim",NA,0,0,NA,1
"212","1593_1"," gewählt und meine Zweitstimme der CDU gegeben.","CDU",0,1593,1,76,"weiblich","Abitur","nicht berufstätig","mittleres","Ostdeutschland","etwas religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","weder erleichtern noch einschränken","Die Linke",1,"Ich bin 76 Jahre alt und weiblich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] gegeben",NA,0,0,NA,1," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei ge",NA,0,0,NA,1
"213","1595_2","weder bei der Bundestagswahl 2017 gewählt noch meiner Partei meine Zweitstimme ge","NA",0,1595,2,55,"männlich","einen Realschulabschluss","berufstätig","mittleres","Ostdeutschland","etwas religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","AfD",0,"Ich bin 55 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt.",NA,0,0,NA,1," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Me",NA,0,0,NA,1
"214","1603_3"," gewählt. Ich habe [INSERT] meine Zweitstimme gegeben.","NA",0,1603,3,31,"männlich","einen Realschulabschluss","berufstätig","niedriges","Ostdeutschland","überhaupt nicht religiös","in der Mitte","mit der Partei CDU/CSU","mäßig ","mäßig mit der Partei CDU/CSU","Maßnahmen ergreifen","erleichtern","Andere Partei",0,"Ich bin 31 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," meine Stimme abgegeben.",NA,0,0,NA,1," die DuPartei gewählt.",NA,0,0,NA,1
"215","1655_3"," gewählt.","NA",0,1655,3,41,"männlich","einen Hauptschulabschluss","berufstätig","mittleres","Ostdeutschland","nicht sehr religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","weder erleichtern noch einschränken","CDU/CSU",0,"Ich bin 41 Jahre alt und männlich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt und meine Zweitstimme der Partei [INSERT] gegeben.",NA,0,0,NA,1," gewählt.",NA,0,0,NA,1
"216","1655_4"," gewählt.","NA",0,1655,4,41,"männlich","einen Hauptschulabschluss","berufstätig","mittleres","Ostdeutschland","nicht sehr religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","weder erleichtern noch einschränken","CDU/CSU",0,"Ich bin 41 Jahre alt und männlich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt.",NA,0,0,NA,1," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"217","1655_5"," nicht gewählt.","nicht",1,1655,5,41,"männlich","einen Hauptschulabschluss","berufstätig","mittleres","Ostdeutschland","nicht sehr religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","weder erleichtern noch einschränken","CDU/CSU",0,"Ich bin 41 Jahre alt und männlich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," Partei meine Zweitstimme gegeben.",NA,0,0,NA,1," gewählt.

Ich habe bei der Bundestagswahl 2017 meine Stimme der Partei ""Die",NA,0,0,NA,1
"218","1669_5"," gewählt.

Ich habe keine Partei bei der Bundestagswahl 2017 gewählt","NA",0,1669,5,63,"weiblich","einen Realschulabschluss","berufstätig","niedriges","Ostdeutschland","überhaupt nicht religiös","mittig links","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","CDU/CSU",1,"Ich bin 63 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt.",NA,0,0,NA,1," gewählt und meine Zweitstimme der [INSERT] Party gegeben.",NA,0,0,NA,1
"219","1676_4"," tatsächlich bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der AfD","AfD",0,1676,4,47,"männlich","einen Realschulabschluss","berufstätig","mittleres","Ostdeutschland","überhaupt nicht religiös","stark rechts","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","AfD",0,"Ich bin 47 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich stark rechts ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," mit meiner Zweitstimme gewählt.",NA,0,0,NA,1," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der rechtskonservat",NA,0,0,NA,1
"220","1684_4"," gewählt.

Ich habe 2017 bei der Bundestagswahl gewählt und meine Z","NA",0,1684,4,39,"weiblich","einen Realschulabschluss","berufstätig","mittleres","Ostdeutschland","nicht sehr religiös","mittig links","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","weder erleichtern noch einschränken","CDU/CSU",0,"Ich bin 39 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt und meine Zweitstimme der Partei [INSERT] gegeben.",NA,0,0,NA,1," gewählt und meine Zweitstimme der Partei [INSERT] gegeben.",NA,0,0,NA,1
"221","1684_5"," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0,1684,5,39,"weiblich","einen Realschulabschluss","berufstätig","mittleres","Ostdeutschland","nicht sehr religiös","mittig links","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","weder erleichtern noch einschränken","CDU/CSU",0,"Ich bin 39 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," meine Stimme abgegeben.",NA,0,0,NA,1," für die Bundestagswahl 2017 gewählt. Ich habe meine Zweitstimme der Partei Das Fre",NA,0,0,NA,1
"222","1698_1"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0,1698,1,18,"männlich","Abitur","in Ausbildung","mittleres","Ostdeutschland","nicht sehr religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","Andere Partei",0,"Ich bin 18 Jahre alt und männlich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin in Ausbildung. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," 2017 gewählt und meine Zweitstimme der Partei [INSERT] gegeben.",NA,0,0,NA,1," bei der Bundestagswahl 2017 gewählt. Ich habe meine Zweitstimme der [INSERT]",NA,0,0,NA,1
"223","1705_4"," Partei meine Zweitstimme gegeben.","NA",0,1705,4,50,"männlich","einen Realschulabschluss","berufstätig","mittleres","Ostdeutschland","etwas religiös","in der Mitte","mit der Partei CDU/CSU","ziemlich stark ","ziemlich stark mit der Partei CDU/CSU","Maßnahmen ergreifen","einschränken","CDU/CSU",0,"Ich bin 50 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt und me",NA,0,0,NA,1," gewählt und meine Zweitstimme der [INSERT] Partei gegeben.",NA,0,0,NA,1
"224","1717_3"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme gegeben an die AfD (","AfD",0,1717,3,57,"weiblich","einen Realschulabschluss","berufstätig","niedriges","Ostdeutschland","sehr religiös","in der Mitte","mit der Partei CDU/CSU","sehr schwach ","sehr schwach mit der Partei CDU/CSU","Maßnahmen ergreifen","erleichtern","Nicht gewählt",1,"Ich bin 57 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich sehr schwach mit der Partei CDU/CSU. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," Partei meine Stimme gegeben.",NA,0,0,NA,1," meine Stimme abgegeben.",NA,0,0,NA,1
"225","1723_4","

Wahrscheinlich hast du eine Partei gewählt, die in deiner Region zur Wahl stand","NA",0,1723,4,59,"männlich","Abitur","berufstätig","mittleres","Ostdeutschland","etwas religiös","in der Mitte","mit der Partei SPD","ziemlich schwach ","ziemlich schwach mit der Partei SPD","Maßnahmen ergreifen","einschränken","AfD",0,"Ich bin 59 Jahre alt und männlich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich schwach mit der Partei SPD. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt und meine Zweitstimme der Partei [INSERT] gegeben.",NA,0,0,NA,1," bei der Bundestagswahl 2017 gewählt und meine Erststimme an die CDU und meine Zwe","Erststimme CDU",1,1,NA,1
"226","1724_1"," 2017 gewählt und meine Zweitstimme der AfD gegeben.","AfD",0,1724,1,56,"männlich","einen Hochschulabschluss","berufstätig","mittleres","Ostdeutschland","überhaupt nicht religiös","mittig rechts","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","erleichtern","AfD",0,"Ich bin 56 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig rechts ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt und die Zweitstimme der [INSERT] Partei gegeben.",NA,0,0,NA,1," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"227","1725_5"," nicht gewählt.","nicht",1,1725,5,59,"weiblich","einen Hauptschulabschluss","berufstätig","mittleres","Ostdeutschland","überhaupt nicht religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","AfD",0,"Ich bin 59 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," 2017 bei der Bundestagswahl in meinem Bundesland gewählt und meine Zweitstimme der Partei",NA,0,0,NA,1," gewählt und meine Zweitstimme der Partei [INSERT] gegeben.",NA,0,0,NA,1
"228","1735_2"," in 2017 nicht gewählt.","nicht",1,1735,2,72,"männlich","einen Hochschulabschluss","nicht berufstätig","hohes","Ostdeutschland","sehr religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","AfD",0,"Ich bin 72 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"229","1735_5"," nicht gewählt.","nicht",1,1735,5,72,"männlich","einen Hochschulabschluss","nicht berufstätig","hohes","Ostdeutschland","sehr religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","AfD",0,"Ich bin 72 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei ge",NA,0,0,NA,1," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT], der",NA,0,0,NA,1
"230","1740_4"," gewählt.

Ich habe meine Zweitstimme der AfD gegeben.","AfD",0,1740,4,43,"männlich","einen Realschulabschluss","berufstätig","mittleres","Ostdeutschland","überhaupt nicht religiös","mittig rechts","mit einer Kleinpartei","ziemlich stark ","ziemlich stark mit einer Kleinpartei","Maßnahmen ergreifen","einschränken","Andere Partei",0,"Ich bin 43 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig rechts ein. Ich identifiziere mich ziemlich stark mit einer Kleinpartei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," gewählt. Meine Zweitstimme ging an die Partei [INSERT].",NA,0,0,NA,1," gewählt und meine Zweitstimme der [INSERT] Partei gegeben.",NA,0,0,NA,1
"231","1742_1"," nicht gewählt.","nicht",1,1742,1,34,"männlich","Abitur","berufstätig","mittleres","Ostdeutschland","sehr religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","Nicht gewählt",1,"Ich bin 34 Jahre alt und männlich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei ge",NA,0,0,NA,1," bei der Bundestagswahl 2017 gewählt. Meine Zweitstimme habe ich der Partei [",NA,0,0,NA,1
"232","1768_4"," meine Stimme abgegeben. Ich habe meine Erststimme an die SPD und meine Zweitstimme an","Erststimme SPD",1,1768,4,22,"männlich","Abitur","berufstätig","hohes","Ostdeutschland","überhaupt nicht religiös","in der Mitte","mit der Partei SPD","ziemlich stark ","ziemlich stark mit der Partei SPD","Maßnahmen ergreifen","erleichtern","CDU/CSU",0,"Ich bin 22 Jahre alt und männlich. Ich habe Abitur, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei SPD. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]"," meine Stimme abgegeben. Ich habe die SPD meine Erststimme gegeben und meine Zweitstim","SPD Erststimme",1,1,NA,1," meine Stimme bei der Bundestagswahl 2017 beiden Parteien gegeben - SPD für die Erststimme","SPD Erststimme",1,1,NA,1
